date,close,ret_1d
2025-06-02,43.110355377197266,
2025-06-03,43.66781234741211,0.012930929595391438
2025-06-04,43.38419723510742,-0.006494832167187714
2025-06-05,43.403751373291016,0.0004507202951715694
2025-06-06,44.239952087402344,0.01926563229338507
2025-06-09,44.14157485961914,-0.0022237191303653425
2025-06-10,44.35800552368164,0.0049031024550165725
2025-06-11,44.003849029541016,-0.007984049101385948
2025-06-12,43.895633697509766,-0.002459224236466273
2025-06-13,43.374237060546875,-0.011878097957439215
2025-06-16,43.68904113769531,0.007257858546514617
2025-06-17,43.511962890625,-0.004053150228502722
2025-06-18,44.3284912109375,0.01876560527423199
2025-06-20,44.761348724365234,0.009764769826430042
2025-06-23,45.548362731933594,0.01758244623982841
2025-06-24,45.90251922607422,0.0077753946113265915
2025-06-25,46.08943176269531,0.004071945064725746
2025-06-26,46.68952941894531,0.013020287586529067
2025-06-27,46.35505294799805,-0.007163843266570713
2025-06-30,46.55180358886719,0.004244427055015043
2025-07-01,47.36833190917969,0.017540208055607298
2025-07-02,47.91923904418945,0.01163028362632712
2025-07-03,48.13566970825195,0.004516571389268309
2025-07-07,47.870052337646484,-0.005518098578774611
2025-07-08,46.38456726074219,-0.03103161589267922
2025-07-09,46.079593658447266,-0.006574893769743961
2025-07-10,46.20748519897461,0.0027754485309767762
2025-07-11,45.971378326416016,-0.0051097105056008285
2025-07-14,46.30586242675781,0.007275920638420308
2025-07-15,45.40079879760742,-0.01954533576784001
2025-07-16,45.28274154663086,-0.002600334225458245
2025-07-17,46.25667190551758,0.021507760476114246
2025-07-18,46.55180358886719,0.006380305179595203
2025-07-21,46.709205627441406,0.0033812232059653446
2025-07-22,46.99449920654297,0.006107866217573976
2025-07-23,47.358489990234375,0.007745391265723489
2025-07-24,47.60443115234375,0.005193179980191198
2025-07-25,47.66345977783203,0.001239981742442886
2025-07-28,47.44702911376953,-0.004540808935635909
2025-07-29,47.17157745361328,-0.005805456427962374
2025-07-30,47.18141174316406,0.00020847913259736117
2025-07-31,46.50261688232422,-0.014386912891350523
2025-08-01,44.91875076293945,-0.03405972019580683
2025-08-04,45.10566711425781,0.0041612099211043585
2025-08-05,44.820377349853516,-0.006324920628745456
2025-08-06,44.682647705078125,-0.003072924703429347
2025-08-07,44.190765380859375,-0.011008352223560114
2025-08-08,45.26306915283203,0.024265336043197694
2025-08-11,45.41063690185547,0.0032602241029031642
2025-08-12,46.7288818359375,0.029029430636066778
2025-08-13,46.473106384277344,-0.005473605222529598
2025-08-14,46.93547439575195,0.009949152261339522
2025-08-15,46.17797088623047,-0.01613925328919319
2025-08-18,47.142059326171875,0.02087767005433494
2025-08-19,47.299468994140625,0.0033390494649299107
2025-08-20,47.56508255004883,0.005615571623882376
2025-08-21,47.47654342651367,-0.0018614310916414967
2025-08-22,48.67673873901367,0.025279753450411002
2025-08-25,48.67673873901367,0.0
2025-08-26,49.43423843383789,0.015561841537610865
2025-08-27,49.562129974365234,0.0025871044963807766
2025-08-28,49.67034149169922,0.0021833508243078725
2025-08-29,49.91628646850586,0.004951545920974576
2025-09-02,49.60147476196289,-0.006306793409834199
2025-09-03,49.24732208251953,-0.007139962695523416
2025-09-04,49.7982292175293,0.011186539931788753
2025-09-05,49.23436737060547,-0.011322929666048198
2025-09-08,48.92770004272461,-0.006228724857424539
2025-09-09,49.7487678527832,0.016781246805830374
2025-09-10,49.590492248535156,-0.003181497976320058
2025-09-11,50.203819274902344,0.012367835013480821
2025-09-12,50.035648345947266,-0.003349763651132154
2025-09-15,50.0455436706543,0.00019776549388583753
2025-09-16,50.11478805541992,0.0013836273859131332
2025-09-17,50.846824645996094,0.01460719717634329
2025-09-18,51.5689697265625,0.014202363384421712
2025-09-19,51.68767547607422,0.0023018832864247774
2025-09-22,51.36122512817383,-0.006315825675919595
2025-09-23,51.14359664916992,-0.0042372135489526785
2025-09-24,51.14359664916992,0.0
2025-09-25,51.29197692871094,0.0029012484311352615
2025-09-26,51.64810562133789,0.00694316565575015
2025-09-29,51.8558464050293,0.004022234333519892
2025-09-30,51.03478240966797,-0.01583358584002781
2025-10-01,50.13457489013672,-0.01763909782753803
2025-10-02,49.93672561645508,-0.003946363844017808
2025-10-03,50.095001220703125,0.0031695230773378658
2025-10-06,49.847694396972656,-0.004936756516701335
2025-10-07,49.7487678527832,-0.0019845761250586458
2025-10-08,49.303611755371094,-0.008948082869698726
2025-10-09,49.254150390625,-0.0010031996234171059
2025-10-10,48.12642288208008,-0.022896090981189166
2025-10-13,48.33415985107422,0.004316484719903979
2025-10-14,49.550926208496094,0.025174045875028028
2025-10-15,51.71735382080078,0.04372123344756429
2025-10-16,49.897151947021484,-0.03519518574144853
2025-10-17,50.72811508178711,0.016653518334030393
2025-10-20,51.47993850708008,0.014820645791408404
2025-10-21,50.96553421020508,-0.009992325394954649
2025-10-22,50.550052642822266,-0.00815220665929206
2025-10-23,51.202945709228516,0.01291577421332235
2025-10-24,52.004234313964844,0.015649267705938108
2025-10-27,52.44939041137695,0.008559997148012366
2025-10-28,52.301002502441406,-0.002829163652269262
2025-10-29,52.01412582397461,-0.005485108597170885
2025-10-30,52.45927810668945,0.00855829595639701
2025-10-31,52.87476348876953,0.007920150582992891
2025-11-03,52.98358154296875,0.002058033871344511
2025-11-04,52.96379470825195,-0.00037345219293549725
2025-11-05,51.88552474975586,-0.020358623554744937
2025-11-06,52.71648406982422,0.0160152436363723
2025-11-07,52.6274528503418,-0.001688868691707479
2025-11-10,52.84508514404297,0.0041353377736153
2025-11-11,53.052825927734375,0.003931127807347723
2025-11-12,53.52765655517578,0.008950147690307553
